IDEAL RETAIL,PREDICTED RETAIL,ERR T RETAIL,PREDICTED COOLING RETAIL,IDEAL COOLING RETAIL,ERR COOLING RETAIL,,,,IDEAL RESTAURANT,PREDICTED RESTAURANT,ERR T RESTAURANT,PREDICTED COOLING RESTAURANT,IDEAL COOLING RESTAURANT,ERR COOLING RESTAURANT,,,,IDEAL SMALL OFFICE,PREDICTED SMALL OFFICE,ERR T SMALL OFFICE,PREDICTED COOLING SMALL OFFICE,IDEAL COOLING SMALL OFFICE,ERR COOLING SMALL OFFICE,,,,,IDEAL MEDIUM OFFICE,PREDICTED MEDIUM OFFICE,ERR T MEDIUM OFFICE,PREDICTED COOLING MEDIUM OFFICE,IDEAL COOLING MEDIUM OFFICE,ERR COOLING MEDIUM OFFICE
25.9439793988488,25.9439793988488,0,9963.86352842275,9892.25042852529,-0.723931328011678,,,,25.9521096760209,25.9521096760209,0,31723.9924070338,31721.8765546901,0.00667001001675562,,,,28.4862476005732,28.4862476005732,0,0,0,0,,,,,36.0389899102865,36.0389899102865,0,0,0,0
25.9854815537663,25.9854815537663,0,21738.7305102579,21788.9328342538,0.230402858082947,,,,26.0420989254795,26.0420989254795,0,35039.4788547537,35037.9230987805,0.00444020602710428,,,,28.6389605311499,28.6389605311499,0,0,0,0,,,,,36.1473704226146,36.1473704226146,0,0,0,0
26.0046406467874,26.0119190270968,-0.0279887748049338,25509.6061390603,25702.1437177909,0.749110972394612,,,,26.0443335929565,26.0530636615312,-0.0335200305414992,32915.7115262034,32963.006265473,-0.143478234019994,,,,28.7907926019502,28.3607884936182,1.49354730964539,0,0,0,,,,,36.2830769705084,36.5056624310994,-0.613469085799773,0,0,0
25.8094993488818,25.831237756079,-0.0842263807727111,32491.9545838459,32946.1155304009,1.37849618761863,,,,26.0454764918326,26.0571805768088,-0.0449371121310399,26762.8603928173,26804.5869733949,-0.155669552450171,,,,28.930581353677,28.5558744635018,1.29519308856747,0,0,0,,,,,36.428611641443,36.7149850130777,-0.786122113171368,0,0,0
25.8999875744225,25.9096153888447,-0.0371730464909699,29488.2632577776,29429.9602862045,-0.198107544169636,,,,26.0451476606274,26.1015979984446,-0.216740325502442,25100.3312318641,25396.1097819326,-1.16466085793542,,,,29.0918369389731,28.7655469170168,1.12158617773371,0,0,0,,,,,36.6971537394034,36.8703526688562,-0.471968291281486,0,0,0
25.9492358872916,25.8917093765008,0.221688650257985,31612.932167038,30096.5913539978,-5.0382476713225,,,,26.0305942961663,26.0360884355232,-0.0211064691585955,29584.7639928537,29469.9391573412,0.389633771890226,,,,29.2989552951064,28.9070985684502,1.33744265865226,0,0,0,,,,,36.9728813050735,37.0393035497811,-0.179651253467466,0,0,0
25.9802808239059,25.8928743142194,0.336434045031666,20455.8749663336,19202.1057829486,-6.52933171786976,,,,26.0307675858624,25.9391113138062,0.352107450362052,33941.534510003,33414.6932679463,1.57667537999544,,,,29.4782015223956,29.0306449194613,1.51826291910722,0,0,0,,,,,37.1801851340934,37.2043370748115,-0.0649591728255059,0,0,0
25.9994887055976,25.9325316218833,0.257532309471444,10781.9439790334,10245.9605026163,-5.2311686764772,,,,26.0399931425384,25.7509424313005,1.11002606512119,40967.2932557408,39654.0806976004,3.31167066551079,,,,29.5662183116535,29.09083996352,1.60784292100746,0,0,0,,,,,37.1645031989546,37.2948087302921,-0.350618251614793,0,0,0
26.2858351547368,26.2007120269448,0.323836497075003,0,0,0,,,,26.0234885639607,25.8539202445083,0.651597187039554,41094.9973481304,40880.4237187512,0.52488112857005,,,,29.4527864257211,29.0613159883733,1.32914567636937,0,0,0,,,,,36.9062035044388,36.9962456618286,-0.243975670320501,0,0,0
26.1863791563957,26.1051820417219,0.31007385247407,0,0,0,,,,26.031554504594,26.1810542435787,-0.574302003202923,35725.9234454142,36942.4340684683,-3.29298990098878,,,,29.2135470243226,28.8248279365453,1.33061242941055,0,0,0,,,,,36.5141319209494,36.5869581161683,-0.199446601596769,0,0,0
25.908072504351,25.8603677890751,0.184130700066144,0,0,0,,,,26.0239972395434,26.3344523671639,-1.1929571186271,23270.5858181387,24624.7778030468,-5.4993064129925,,,,28.9697713284791,28.4945561942141,1.64038275924494,0,0,0,,,,,36.2320112732571,36.3490434232272,-0.323007599791961,0,0,0
25.6419091016053,25.597313828888,0.173915571343013,0,0,0,,,,25.7031420073568,25.71674661963,-0.0529297634868951,18471.3272649392,17762.7532783605,3.98909997495661,,,,28.7346307849858,28.1324213601965,2.09576183280535,0,0,0,,,,,36.0338553759356,36.1243835213786,-0.251230806413939,0,0,0
25.3994899707689,25.3372613281867,0.244999575400011,0,0,0,,,,24.5566100623476,24.5760747127136,-0.0792644030125201,19020.112598823,19013.1424186254,0.0366598011212685,,,,28.545492867469,27.8046347536847,2.59535933474312,0,0,0,,,,,35.8668605544924,35.9322404256959,-0.182284900860427,0,0,0
25.1774742528288,25.0969627443772,0.31977595386715,0,0,0,,,,25.815586880677,25.5212857946756,1.14001315314532,10792.8682463251,10789.6987352931,0.0293753431847119,,,,28.3932565165106,27.5589755678611,2.93830666505021,0,0,0,,,,,35.7246074118229,35.786377174383,-0.172905364215855,0,0,0
25.0089542421528,24.9209698309584,0.351811636514484,0,0,0,,,,25.6038902784601,25.4916463484103,0.438386232830544,0,0,0,,,,28.554586591131,27.4930970041432,3.71740485053083,0,0,0,,,,,35.6768529626975,35.7883716314591,-0.312579892845923,0,0,0
24.851262888911,24.7528807608523,0.395883816844411,0,0,0,,,,25.3541901515899,25.1762515270789,0.701811509053052,0,0,0,,,,28.5257376128902,27.4943746728413,3.6155522218041,0,0,0,,,,,35.5979133585774,35.6709702183837,-0.205227927464172,0,0,0
24.679545524725,24.5632640071535,0.47116555470988,0,0,0,,,,25.1036387919897,25.1578949628368,-0.216128710649262,0,0,0,,,,28.4455375067157,27.7394876903972,2.48211100300628,0,0,0,,,,,35.4930131201452,35.5892213310169,-0.271062393452009,0,0,0
24.4887661304876,24.3539002261407,0.550725600580643,0,0,0,,,,25.162922796697,25.3191694975403,-0.620940190874309,0,0,0,,,,28.3385012165061,27.7959367783169,1.91458409901068,0,0,0,,,,,35.3672131168238,35.4441397160558,-0.217508229947046,0,0,0
24.2929677082116,24.146917093757,0.601205320852102,0,0,0,,,,23.6729825718335,23.7084243810026,-0.149714169144185,23709.845369204,23800.2253525432,-0.379744233512237,,,,28.2373399599379,27.7058190141552,1.88233362822718,0,0,0,,,,,35.2562986583363,35.331738206874,-0.213974669515866,0,0,0
24.2324101802017,24.055673474254,0.729340187927724,21491.2908220066,19004.9600106373,-13.082536400906,,,,23.34476778173,23.1385154265849,0.883505704890553,18544.1088712628,18326.8210085442,1.18562767987594,,,,27.6851026760396,26.4607435041462,4.42244764709893,17087.1061939524,11403.7118989446,49.8381083753426,,,,,23.5486408362902,26.3928999343885,-12.0782304077401,845997.744099508,1089786.63924793,-22.3703325374464
24.450295805994,24.2778412358051,0.705327132061343,6314.08012364074,4930.17791588348,-28.0700256941796,,,,23.3737840715082,23.0142715230826,1.53810160702119,29660.9047432579,28637.2641693994,3.57450546883008,,,,26.0906782717087,25.6738891303776,1.59746380293647,11338.8348956543,12443.2443342874,-8.87557464085029,,,,,22.5300246306315,25.1257772722335,-11.5213040560677,376280.595872932,481936.82960818,-21.9232536806012
24.9701105208071,24.8342447259878,0.544113710294192,13107.4695655996,11268.7066747725,-16.3174261598583,,,,24.6411342218395,24.0430894566328,2.42701800908432,30573.9248736226,29190.9949445178,4.73752241653045,,,,25.9658833261755,25.9303298743689,0.13692371393647,13306.1594625298,14015.9677243006,-5.06428293595574,,,,,21.7885383376272,23.895430279336,-9.66972593141024,451370.605595186,511580.038849183,-11.769308550318
25.954608991776,25.7609964149854,0.745966070427099,29140.467521997,23359.5070013319,-24.7477847898739,,,,25.7788810516249,25.2535215078287,2.0379454901247,30501.5985431269,28941.4873750753,5.39057011076488,,,,25.9845286068648,25.8232921261624,0.620509546822272,14269.8665216428,13802.099051029,3.38910385213375,,,,,23.868201370384,25.6429382031046,-7.43557005063112,322483.867675469,361954.0111313,-10.9047398956748
26.1312778546336,25.9422111789518,0.723526330145679,26944.4833089771,25396.6286567953,-6.09472490659753,,,,26.0651095305456,25.526088984569,2.06797729104083,29452.8115821293,28291.9045659889,4.10331871943342,,,,25.9893197201748,25.5609600658445,1.64821418545185,15334.9514469154,13380.4703720179,14.6069683692494,,,,,24.4647989001336,26.2575268484098,-7.32778534413544,278426.648161401,315710.00681815,-11.8093686774471
26.2757347777409,26.1731303516415,0.390491177382028,36531.6683062524,36784.0492805034,0.686115256986567,,,,26.0741890751868,25.7842805828054,1.11186005265753,38143.8410285477,38046.6359139471,0.255489381033461,,,,25.9889387021039,25.6052390084069,1.47639616259488,14813.0005870814,13776.5979275395,7.52292158770351,,,,,24.6388636264073,26.311138203232,-6.78714165629133,269682.066803236,298496.384084818,-9.65315454990395
26.1478471473386,26.0940694524997,0.205667772707213,45180.500052783,45889.3404042832,1.54467321878085,,,,26.0434979247,26.0276297529859,0.0609294948012741,43316.396984593,44156.8582405753,-1.90335383781903,,,,25.990521125903,25.58410412169,1.56371240978314,13407.1318268683,12242.4603860161,9.51337724713074,,,,,27.7435051679427,28.8475931180976,-3.97962673956087,167944.680040963,172300.956922104,-2.52829523350293
26.0668813481467,26.0728091144749,-0.0227406042519855,47614.3197305208,48969.3659370253,2.76713038973596,,,,26.0455414054789,26.1313868577532,-0.329597495931948,38495.64890128,39210.592981669,-1.82334421905642,,,,25.9914319871526,25.7207585111246,1.04139501110129,14191.7828714396,13922.7244611663,1.93251264164385,,,,,27.5456380672723,28.3442862787261,-2.89936362883782,199958.551096829,189542.542932454,5.49534051998412
26.0507250514549,26.0819749486873,-0.119957878986657,49225.7579306428,50288.2916505086,2.11288489823865,,,,26.0400842910935,26.0147296944935,0.0973675673107807,30896.6991750962,30645.9311227583,0.818275193967505,,,,25.9909516465284,25.6790798349675,1.19992455760112,14376.5810277566,13672.8298190758,5.14707794943074,,,,,26.1244699828516,26.4842289128395,-1.37709561274947,288882.215972244,267846.743484448,7.85354797080695
25.7873706285898,25.8016850624706,-0.0555094743352497,61878.3013080556,62064.3265691753,0.299729766522856,,,,26.041851854028,25.8722057643131,0.651436352014616,28394.5737144158,27410.6271660149,3.58965353999942,,,,25.9905964165459,25.7050817970053,1.09853046449871,14868.1925930765,14414.0727057797,3.15053140473448,,,,,22.8046310237791,23.4253010132459,-2.72168398085288,441109.513898577,440325.927663457,0.177955960776194
25.9019819165107,25.8992061356378,0.010716480622379,51279.3420955937,51179.0487530135,-0.1959656246528,,,,26.5729581046039,26.4169767066047,0.586992977542038,29151.7736521897,28790.490531005,1.25486962716258,,,,25.9946282655282,25.6423770465754,1.35509234967589,15578.6262281072,14688.9667395786,6.05665125601652,,,,,24.4838079536609,24.5964791893374,-0.46018673194034,309092.738679627,288515.48688889,7.13211343093755
25.9791668745946,25.8518319018985,0.49014263355991,45597.4615966041,42522.0189522573,-7.23258848033512,,,,26.1857416129531,26.1568288228841,0.110414249465736,38983.2789736403,39356.4156330836,-0.948096145040287,,,,25.9963281311818,25.6146516358267,1.46819386733809,11908.2221689323,10992.1200504858,8.33417133581982,,,,,23.5095249693436,23.5624791104009,-0.225245474446426,332498.13526307,306923.415247747,8.33260635871628
26.0070469490234,25.8458523475815,0.619811244843785,40154.8481405505,38131.5242792708,-5.30617094260664,,,,26.0923263674397,26.1328385080077,-0.155264578548667,44973.8316977922,45441.8803587115,-1.02999404343437,,,,27.859007336985,27.3211480699474,1.93064763769779,5325.85853714089,4679.4410146854,13.8139901844441,,,,,26.4794074402208,26.5512748718116,-0.271408760762663,163777.524515308,148148.190034734,10.5497977915957
26.2251270910124,26.0809654757863,0.549707975582953,23091.0121345334,22028.6691261477,-4.82254739177481,,,,26.0675372250073,26.0567338025125,0.0414439707191627,44290.2078798738,44236.1419678754,0.122221128681747,,,,28.5730014779933,28.244458864704,1.14983584606022,0,0,0,,,,,25.5425076613604,25.5039014260801,0.151145047276245,193342.169736312,170149.478104082,13.630774475866
26.1142050621568,26.0160297085863,0.375946169285516,23687.6815107048,23790.3137006334,0.431403264455084,,,,26.044286615498,26.16482315312,-0.4628137426128,39532.2658386381,40337.8888750836,-1.99718691015367,,,,28.5097216684723,28.1629702783648,1.21625666549708,0,0,0,,,,,26.0598963204865,26.2128130289843,-0.58678939707671,131897.072880829,119044.807897683,10.79615752263
26.3776396445369,26.2599605975581,0.446131831978315,0,0,0,,,,26.050414953492,26.2400159996006,-0.727823516235877,28828.1377099061,29642.144794866,-2.74611398936586,,,,28.335047503683,27.9855287727987,1.23352089259379,0,0,0,,,,,23.8035001983852,23.9133019541615,-0.461284075288004,244197.387129772,230259.413494957,6.05316126852714
26.2183535674638,26.05684326711,0.616019995070069,0,0,0,,,,25.9912879270179,25.9495409301652,0.160619192746265,22413.644907318,21851.979273741,2.57031926738055,,,,28.127582347509,27.7508041845804,1.3395326988067,0,0,0,,,,,27.38747587591,27.3839574901276,0.0128466960531192,0,0,0
25.9070753431368,25.706264112303,0.77512119053995,0,0,0,,,,24.6058172157925,24.5971895589225,0.0350634843553349,20505.8646438909,20457.8431571155,0.234733869091925,,,,27.8688013251742,27.5555890437954,1.12388142469515,0,0,0,,,,,28.8482677418575,28.8095543997234,0.134196418587487,0,0,0
25.6324771956486,25.4114330235632,0.862359772714197,0,0,0,,,,24.1632336904968,24.1383142709665,0.103129489411382,12221.6959295825,12209.9080455685,0.096543593695125,,,,27.9747811782488,27.4810939385388,1.7647581818936,0,0,0,,,,,28.9474707310533,28.967215589398,-0.068209269570196,0,0,0
25.3914798121022,25.1988209564561,0.758753948457366,0,0,0,,,,24.9647526523995,24.8499319755781,0.459931161426458,0,0,0,,,,27.9107225536444,27.4118583354175,1.7873568742912,0,0,0,,,,,28.9536753913168,28.9349441913591,0.0646936863957403,0,0,0
25.1712760858658,24.9650908360802,0.819129110030886,0,0,0,,,,25.1480124782813,25.0661949047341,0.325344094758643,0,0,0,,,,27.8112645700405,27.2889788993862,1.8779644821221,0,0,0,,,,,28.9294929664765,28.8712165172278,0.201443037097915,0,0,0
24.9587718402126,24.7198949607402,0.957085873462298,0,0,0,,,,24.9455526778302,24.8662179973028,0.31803136034713,0,0,0,,,,27.7083725605132,27.1194912324736,2.12528298713138,0,0,0,,,,,28.8843747805493,28.762943369059,0.420405192817517,0,0,0
24.7460440914199,24.4834206916269,1.0612742740733,0,0,0,,,,25.0314662002506,24.9718581458663,0.238132492549283,0,0,0,,,,27.5993165501074,26.8792902192477,2.60885565609028,0,0,0,,,,,28.8241685183849,28.6571981539506,0.579272093582869,0,0,0
24.5352295383404,24.2692544256632,1.08405389997093,0,0,0,,,,23.3283886586279,23.2830981806127,0.194143190419257,24130.3406108618,23986.5608940693,0.599417804942846,,,,27.5031615612184,26.7000480432362,2.92007708348235,0,0,0,,,,,28.7761852896978,28.5593871900024,0.753394160875853,0,0,0
24.4531052630785,24.1637910174124,1.18313908419169,25975.6756326599,17772.7866604742,-46.154208278596,,,,23.1871174115581,23.0918729224703,0.410764681944955,18303.5897213736,18045.3171883231,1.43124407487604,,,,27.3264690297284,26.4132184406717,3.34199997834753,8692.46654296861,6255.14137920943,38.9651490829648,,,,,26.1469192818532,25.6546957752697,1.88252964442017,187513.457149708,148856.505707507,25.9692723932128
24.6549504287194,24.3729672820941,1.14371816500127,7675.88796946703,5512.8675352742,-39.2358499520023,,,,22.9421920648855,22.8187063287229,0.538247329694247,30818.9924813504,30495.2415232303,1.06164418430159,,,,26.0602679327846,25.3555235754748,2.70428669086408,9691.53883763139,8051.44686368941,20.3701521193476,,,,,26.286923469418,25.8552937543071,1.64199403407954,117565.358179241,93536.3355049473,25.6895061631137
25.1470955783664,24.9097798088742,0.943710452575472,14400.2833753114,11486.1009964796,-25.3713804164268,,,,24.1685402995756,23.935677957847,0.963493611290382,31194.4471961737,30801.1056783851,1.27703700605992,,,,25.9717292856223,25.5258438330884,1.71681079696416,11622.5350079161,11113.8094895164,4.57741802106288,,,,,23.8439410647736,23.6744797098577,0.71071034127935,286789.277816028,276548.34111097,3.70312715090521
25.8420763928893,25.723594096045,0.458485978614762,23098.6687094352,23324.0911625923,0.966479043430501,,,,25.5704085912645,25.309081187447,1.02199150586428,30027.6422646744,29400.7095883209,2.13237260301549,,,,25.9897781802664,25.6086037699838,1.46663202601719,11740.9337561454,11345.6402230772,3.48410072323832,,,,,24.7138017884308,24.2724478030778,1.78586034286158,214641.572064682,192174.772428431,11.6908163086902
25.9987843210105,25.9334413456816,0.251330887329704,28555.1502054116,28554.1663714663,-0.00344550050052918,,,,25.9914179952559,25.5908536795243,1.54114067883728,29829.9935756332,29017.431105532,2.80025639466839,,,,25.9924760512505,25.5831535923398,1.57477286159126,11866.2736935474,11242.0536835821,5.55254429070162,,,,,25.0118595752368,24.537914030653,1.89488327790324,196102.671782281,172584.134635652,13.6272880449178
25.9941316737057,25.9260919635972,0.261750271032756,43419.8646617251,43260.7137772904,-0.367887791343596,,,,25.9987350402475,25.7432051793892,0.982854975300896,39037.7389729692,38685.0911889399,0.91158576389791,,,,25.9916109729757,25.6468643313656,1.32637658346209,12158.1885736488,11913.1547315887,2.05683421042408,,,,,27.0542563814203,26.6901923850735,1.34568103153196,131729.752493416,117139.574619687,12.4553789110967
26.010582452019,25.9337229197251,0.295493314829156,47051.6946933335,46752.3752320051,-0.640223004378099,,,,25.2876461511642,25.2518244979198,0.141656732423098,48593.717079378,49132.2249587478,-1.09603804798571,,,,25.9971519524125,25.5862733504136,1.58047544112106,11255.8708275093,10528.9123560261,6.90440234377183,,,,,26.5422700281683,26.216638643523,1.22684074986698,139985.172438618,126316.44803713,10.8210170677622
26.0931966504171,26.023097816174,0.268647936020498,47384.7738773012,47264.5579672764,-0.254346840835693,,,,25.8696928121445,26.0024338799265,-0.51311420180302,37942.1342589977,38901.6823596269,-2.4665979526506,,,,25.993788240645,25.729430511909,1.01700347132433,12032.2656957263,12338.3562475374,-2.48080494411186,,,,,27.6508820463076,27.4309345688018,0.795444706383869,118420.09203929,109043.474403996,8.59897181976622
26.0475199076912,25.9965687485187,0.195608485387526,50621.0985908461,50874.5688161923,0.498225795803724,,,,25.6972683725383,25.7714281314102,-0.288590046991512,33333.8491304495,33534.877185831,-0.599459643962675,,,,25.9932414954214,25.6739993468532,1.2281736720848,12569.6773872674,12244.6472172069,2.65446741171699,,,,,26.5951741324416,26.2167235042772,1.42300488908156,175709.995787108,156884.984992839,11.9992431367016
26.0320826697281,25.9181494787401,0.437664525091859,56323.8185614804,54644.7425347004,-3.07271285195244,,,,25.8992470919653,25.6339359051894,1.02439729554204,30671.5317730656,29228.4391123397,4.93728951853831,,,,25.9967454123731,25.7182066838072,1.07143692084351,12757.5428262146,12752.2027692853,0.0418755647625978,,,,,25.8941829344027,25.5197919463261,1.44584978419685,192181.749048742,177280.116733401,8.40569861410368
26.0203706811961,25.8429722045719,0.681767676555157,52772.3962021517,50367.5228498294,-4.77465083897903,,,,25.755880240903,25.5757314682206,0.699447159240479,33449.2237651273,33106.7004542805,1.03460419234414,,,,25.9965056866105,25.6192357987929,1.45123307095785,13471.4982513457,12780.6552287911,5.40538032039508,,,,,25.7605033819605,25.2933139601581,1.81358809210834,193748.473076784,174760.678771118,10.8650266405377
25.8830445002543,25.6278286669942,0.986034827771265,48286.8340378857,44755.0140011884,-7.89145108211437,,,,25.9132415414197,25.9273999679086,-0.0546378054102834,37334.3341237524,37892.9713270577,-1.47425019401001,,,,25.7912007427108,25.3905078292664,1.55360317436007,10359.933766441,9706.93128453149,6.72717734130925,,,,,26.7495361447604,26.1061146211886,2.40535581660107,125796.393817823,109583.82283775,14.7946754915434
25.9309997493098,25.6965635869546,0.904076837073616,38475.02602504,36680.1064812339,-4.89344147548867,,,,25.9506702531402,26.2142422496234,-1.01566546802908,41910.6733831437,43479.1715914999,-3.60747031496533,,,,27.4802993755121,27.1722603537364,1.12094492700522,2744.4560653149,2620.55588403231,4.72801141305721,,,,,25.17586979734,24.535944343743,2.54182063518858,177003.669725327,157288.038017804,12.5347305211422
25.9762134073515,25.7857818203984,0.733099870896689,24120.6665755492,23380.7230690098,-3.16475886718912,,,,25.9415394629243,26.2747127844163,-1.28432363070925,40612.6552324214,41201.2129213636,-1.42849602526391,,,,27.7704953806034,27.3778035505029,1.41406130758042,0,0,0,,,,,26.7081175738036,26.1703276070922,2.01358244445834,83711.7051236618,70732.4041087248,18.3498654944432
25.9937134595335,25.772198868264,0.85218524707647,23255.7847187124,21446.660061112,-8.43546105755069,,,,25.21516373732,25.4612451885907,-0.97592644582543,43372.102237259,43454.8084472473,-0.190326946415377,,,,27.67233918314,27.2170770403773,1.64518850303827,0,0,0,,,,,26.8241231222682,26.311385446186,1.91147972944006,56182.3475400288,45068.2346991677,24.6606349573003
26.0891102196858,25.7775107326415,1.19436609535721,0,0,0,,,,24.8623974568151,25.2782142104923,-1.67247247333819,32265.3510657009,33460.9516128908,-3.57312177197404,,,,27.5535313971971,27.0984869206895,1.65149239837121,0,0,0,,,,,27.0219686433573,26.4947227478278,1.95117499575336,44883.0681187348,34050.2548428198,31.8141914823272
25.8777286815406,25.5245470082609,1.36480939894695,0,0,0,,,,24.3817270443892,24.9284309518512,-2.24226900115275,23454.3004056886,24581.9329141395,-4.58724101310312,,,,27.3941242984462,26.995888720201,1.4537262586186,0,0,0,,,,,27.9576603813933,27.3240168991656,2.26643958608715,0,0,0
25.6135598883477,25.2926920511966,1.25272644079863,0,0,0,,,,23.8891378478364,24.3308842464989,-1.84915170014226,16537.9236965047,17138.1283970241,-3.50216013449626,,,,27.2193177423401,26.9501495848408,0.988886496154236,0,0,0,,,,,28.2830707483516,27.6581017619056,2.20969283005604,0,0,0
25.3920326292873,25.0733069301539,1.25521931933007,0,0,0,,,,23.5375003265089,23.8092902701395,-1.15471031273619,12021.800918917,11477.1535099268,4.74549206403135,,,,27.3770576997549,26.9648497950266,1.50566912357436,0,0,0,,,,,28.1914685719097,27.6427653594489,1.94634490594623,0,0,0
25.1671777421679,24.8674002193932,1.19114477533353,0,0,0,,,,24.5178983868743,24.596968369025,-0.322499020523894,0,0,0,,,,27.3274799131801,26.9426759249727,1.40812101748826,0,0,0,,,,,28.1045125674134,27.5306996236295,2.0417110683116,0,0,0
24.9353239976829,24.6379563149637,1.19255592085687,0,0,0,,,,24.7680696832336,24.8551218815837,-0.351469450237508,0,0,0,,,,27.2277088881088,26.8245652820547,1.48063727179836,0,0,0,,,,,28.0168030583916,27.4236223240341,2.11723205221243,0,0,0
24.7145410756557,24.4257311126197,1.16858315172373,0,0,0,,,,24.6089309508976,24.6833855041785,-0.302550945547139,0,0,0,,,,27.1301488401214,26.7589927972117,1.36805752558492,0,0,0,,,,,27.9366833498283,27.3262659385041,2.18500315044717,0,0,0
24.5207784537069,24.2507118762527,1.10137848178043,0,0,0,,,,24.7516801172671,24.8316808793667,-0.323213461553172,0,0,0,,,,27.0494395008451,26.6605056010617,1.43786306467184,0,0,0,,,,,27.8715845995588,27.247987626629,2.23739332330488,0,0,0
24.3417871218253,24.1144381269233,0.933986456146786,0,0,0,,,,23.4661289696604,23.3961071753973,0.298395165021003,22811.4579436945,22557.4567002906,1.12601897801956,,,,26.9885796157669,26.5969696639622,1.45102097768747,0,0,0,,,,,27.8308784439121,27.1961904571187,2.28051726097145,0,0,0
24.2825370789791,24.0503929125228,0.956012815716753,24272.6809866823,20438.9064943579,-18.757238766089,,,,23.1147173690434,23.1318683771983,-0.0741995148849534,18117.9572775622,17979.0144437792,0.772805618558562,,,,26.9768635721687,26.5498250930341,1.58298046024589,5032.18646492344,4811.67013783801,4.58294772435319,,,,,26.1123580542546,25.4721699259203,2.45166724125089,106601.555982487,88690.452986355,20.1950744336462
24.4517416504901,24.2586154200186,0.789826071418473,6885.73674454101,5897.90744068656,-16.7488098751761,,,,22.8116594497351,22.6902968042204,0.532020240711125,31656.1905936503,31124.281695608,1.70898369075409,,,,25.8687135126107,25.5235945745671,1.33411712907675,6819.23601802262,6581.78925238283,3.60763246185417,,,,,26.5362187328995,25.9318675117906,2.27745794226375,73827.7468462398,62332.0490347601,18.4426759419846
24.8917249785858,24.7096486610224,0.73147328166304,14169.1982989241,11968.3346509624,-18.3890550535761,,,,24.0744372945074,24.0229351751609,0.213928652688763,31433.9495843089,31271.2749082053,0.520204809625184,,,,25.9417334654211,25.6611868570681,1.08144896611086,9483.57023158635,9470.44501160829,0.138591375188526,,,,,26.056331335172,25.5286440697516,2.02517867397589,144635.63443043,137460.491482452,5.21978560573814
